year,month,city,state,disaster_type,severity,latitude,longitude,pop_density,elevation_m,coast_km,annual_rainfall_mm,seismic_zone,affected_population,total_deaths,data_source,risk_level,season
2007,3,Delhi,Delhi,earthquake,2,31.012,78.212,11320,216,1400,797,4,5000.0,0.0,usgs,Low,summer
2007,6,Delhi,Delhi,earthquake,4,32.112,76.823,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2007,7,Delhi,Delhi,earthquake,6,30.881,78.239,11320,216,1400,797,4,220000.0,0.0,usgs,High,monsoon
2007,8,Delhi,Delhi,earthquake,4,31.343,80.155,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2007,10,Delhi,Delhi,earthquake,4,27.794,77.614,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2007,11,Delhi,Delhi,earthquake,4,28.555,77.057,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2008,1,Delhi,Delhi,earthquake,2,31.633,76.715,11320,216,1400,797,4,5000.0,0.0,usgs,Low,winter
2008,3,Delhi,Delhi,earthquake,2,32.608,76.061,11320,216,1400,797,4,5000.0,0.0,usgs,Low,summer
2008,4,Delhi,Delhi,earthquake,2,31.49,74.633,11320,216,1400,797,4,5000.0,0.0,usgs,Low,summer
2008,5,Delhi,Delhi,earthquake,4,33.06,76.116,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2008,6,Delhi,Delhi,earthquake,4,32.97,76.371,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2008,7,Delhi,Delhi,earthquake,2,33.467,75.942,11320,216,1400,797,4,5000.0,0.0,usgs,Low,monsoon
2008,8,Delhi,Delhi,earthquake,4,30.077,80.013,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2008,9,Delhi,Delhi,earthquake,2,32.581,76.381,11320,216,1400,797,4,5000.0,0.0,usgs,Low,monsoon
2008,10,Delhi,Delhi,earthquake,4,31.655,77.465,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2008,12,Delhi,Delhi,earthquake,2,31.844,79.753,11320,216,1400,797,4,5000.0,0.0,usgs,Low,winter
2009,1,Delhi,Delhi,earthquake,4,31.807,78.343,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2009,5,Delhi,Delhi,earthquake,4,33.198,75.787,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2009,6,Delhi,Delhi,earthquake,2,32.931,76.177,11320,216,1400,797,4,5000.0,0.0,usgs,Low,monsoon
2009,7,Delhi,Delhi,earthquake,4,32.716,76.709,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2009,9,Delhi,Delhi,earthquake,6,30.879,79.057,11320,216,1400,797,4,220000.0,0.0,usgs,High,monsoon
2009,10,Delhi,Delhi,earthquake,4,29.996,79.849,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2010,2,Delhi,Delhi,earthquake,4,30.069,80.034,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2010,3,Delhi,Delhi,earthquake,4,31.677,76.105,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2010,5,Delhi,Delhi,earthquake,6,31.135,77.839,11320,216,1400,797,4,220000.0,0.0,usgs,High,summer
2010,6,Delhi,Delhi,earthquake,4,33.243,76.297,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2010,7,Delhi,Delhi,earthquake,4,30.075,79.608,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2011,4,Delhi,Delhi,earthquake,4,33.047,76.817,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2011,6,Delhi,Delhi,earthquake,4,30.61,79.338,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2011,7,Delhi,Delhi,earthquake,4,33.32,75.998,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2011,8,Delhi,Delhi,earthquake,6,33.095,76.858,11320,216,1400,797,4,220000.0,0.0,usgs,High,monsoon
2011,9,Delhi,Delhi,earthquake,4,28.724,77.189,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2011,10,Delhi,Delhi,earthquake,4,32.939,75.811,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2012,2,Delhi,Delhi,earthquake,6,30.986,78.282,11320,216,1400,797,4,220000.0,0.0,usgs,High,winter
2012,3,Delhi,Delhi,earthquake,6,28.809,76.649,11320,216,1400,797,4,220000.0,0.0,usgs,High,summer
2012,6,Delhi,Delhi,earthquake,4,28.728,76.685,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2012,7,Delhi,Delhi,earthquake,4,33.466,76.105,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2012,10,Delhi,Delhi,earthquake,4,31.832,78.444,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2012,11,Delhi,Delhi,earthquake,4,30.9,78.422,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2013,2,Delhi,Delhi,earthquake,4,30.969,78.268,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2013,4,Delhi,Delhi,earthquake,4,33.152,75.741,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2013,5,Delhi,Delhi,earthquake,6,33.061,75.863,11320,216,1400,797,4,220000.0,0.0,usgs,High,summer
2013,6,Delhi,Delhi,earthquake,4,32.907,76.286,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2013,7,Delhi,Delhi,earthquake,6,32.765,78.197,11320,216,1400,797,4,220000.0,0.0,usgs,High,monsoon
2013,8,Delhi,Delhi,earthquake,6,33.2967,75.9504,11320,216,1400,797,4,220000.0,0.0,usgs,High,monsoon
2013,9,Delhi,Delhi,earthquake,4,33.2221,75.404,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2013,10,Delhi,Delhi,earthquake,4,33.1049,75.9359,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2013,11,Delhi,Delhi,earthquake,4,31.726,76.1301,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2013,12,Delhi,Delhi,earthquake,4,32.8918,78.6622,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2014,2,Delhi,Delhi,earthquake,4,30.0104,76.1747,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2014,3,Delhi,Delhi,earthquake,4,31.565,73.8172,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2014,6,Delhi,Delhi,earthquake,6,33.292,75.5807,11320,216,1400,797,4,220000.0,0.0,usgs,High,monsoon
2014,7,Delhi,Delhi,earthquake,4,33.1264,76.3749,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2014,8,Delhi,Delhi,earthquake,4,30.0384,79.9591,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2014,11,Delhi,Delhi,earthquake,4,32.9378,76.059,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2014,12,Delhi,Delhi,earthquake,4,30.6685,80.0267,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2015,2,Delhi,Delhi,earthquake,4,31.3449,80.3877,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2015,4,Delhi,Delhi,earthquake,4,30.3521,79.5107,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2015,7,Delhi,Delhi,earthquake,4,30.4476,79.1538,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2015,10,Delhi,Delhi,earthquake,4,31.5958,76.9677,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2015,11,Delhi,Delhi,earthquake,4,31.373,78.7325,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2016,2,Delhi,Delhi,earthquake,4,32.9944,76.0777,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2016,5,Delhi,Delhi,earthquake,4,33.0759,76.0936,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2016,7,Delhi,Delhi,earthquake,4,31.3474,74.4464,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2016,8,Delhi,Delhi,earthquake,4,31.2127,77.7742,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2016,9,Delhi,Delhi,earthquake,4,28.7684,76.5733,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2016,11,Delhi,Delhi,earthquake,4,28.0012,76.7017,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2017,2,Delhi,Delhi,earthquake,6,30.6544,79.1645,11320,216,1400,797,4,220000.0,0.0,usgs,High,winter
2017,5,Delhi,Delhi,earthquake,4,33.2999,75.9276,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2017,6,Delhi,Delhi,earthquake,4,28.9744,76.7797,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2017,8,Delhi,Delhi,earthquake,4,32.8724,76.2437,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2017,10,Delhi,Delhi,earthquake,4,31.9508,77.4341,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2017,12,Delhi,Delhi,earthquake,6,30.6339,79.1601,11320,216,1400,797,4,220000.0,0.0,usgs,High,winter
2018,3,Delhi,Delhi,earthquake,4,33.0311,76.0989,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2018,4,Delhi,Delhi,earthquake,4,31.2589,80.4048,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2018,5,Delhi,Delhi,earthquake,4,31.7412,78.4799,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2018,6,Delhi,Delhi,earthquake,4,32.5602,76.3615,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2018,7,Delhi,Delhi,earthquake,4,29.0928,76.9296,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2018,9,Delhi,Delhi,earthquake,4,28.6531,76.8101,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2019,2,Delhi,Delhi,earthquake,4,29.3387,77.3166,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2019,7,Delhi,Delhi,earthquake,4,32.8856,76.7183,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2019,9,Delhi,Delhi,earthquake,4,32.9804,76.181,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2020,2,Delhi,Delhi,earthquake,6,32.9752,76.2474,11320,216,1400,797,4,220000.0,0.0,usgs,High,winter
2020,3,Delhi,Delhi,earthquake,4,32.9731,76.4202,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2020,4,Delhi,Delhi,earthquake,2,28.8336,77.3589,11320,216,1400,797,4,5000.0,0.0,usgs,Low,summer
2020,5,Delhi,Delhi,earthquake,4,29.1724,77.0219,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2020,6,Delhi,Delhi,earthquake,4,33.1193,75.8744,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2020,7,Delhi,Delhi,earthquake,4,28.142,76.5366,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2020,9,Delhi,Delhi,earthquake,4,33.229,75.8586,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2020,11,Delhi,Delhi,earthquake,4,33.4944,75.735,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2020,12,Delhi,Delhi,earthquake,2,28.5188,77.2852,11320,216,1400,797,4,5000.0,0.0,usgs,Low,winter
2021,1,Delhi,Delhi,earthquake,6,33.3042,75.5872,11320,216,1400,797,4,220000.0,0.0,usgs,High,winter
2021,4,Delhi,Delhi,earthquake,4,32.4789,78.7499,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2021,5,Delhi,Delhi,earthquake,4,30.8764,79.2707,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2021,7,Delhi,Delhi,earthquake,2,28.9016,76.839,11320,216,1400,797,4,5000.0,0.0,usgs,Low,monsoon
2021,8,Delhi,Delhi,earthquake,4,32.0551,78.7955,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2021,9,Delhi,Delhi,earthquake,4,30.4791,79.282,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2021,10,Delhi,Delhi,earthquake,4,33.2438,76.7582,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2021,11,Delhi,Delhi,earthquake,4,31.3163,77.1736,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2022,1,Delhi,Delhi,earthquake,4,33.2225,75.9072,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2022,2,Delhi,Delhi,earthquake,4,31.4596,77.8709,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2022,4,Delhi,Delhi,earthquake,4,30.9544,78.2383,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2022,5,Delhi,Delhi,earthquake,4,32.7165,76.2415,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2022,6,Delhi,Delhi,earthquake,2,28.8231,76.6692,11320,216,1400,797,4,5000.0,0.0,usgs,Low,monsoon
2022,7,Delhi,Delhi,earthquake,4,30.7594,78.396,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2022,8,Delhi,Delhi,earthquake,4,33.1509,75.7219,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2022,10,Delhi,Delhi,earthquake,4,32.3641,78.6637,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2022,11,Delhi,Delhi,earthquake,4,31.8986,76.9792,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2022,12,Delhi,Delhi,earthquake,4,28.7191,76.6286,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2023,1,Delhi,Delhi,earthquake,4,31.7032,73.979,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2023,5,Delhi,Delhi,earthquake,4,30.5173,79.0377,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,summer
2023,6,Delhi,Delhi,earthquake,6,33.1191,75.9074,11320,216,1400,797,4,220000.0,0.0,usgs,High,monsoon
2023,7,Delhi,Delhi,earthquake,4,33.1046,76.0979,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2023,8,Delhi,Delhi,earthquake,4,32.5435,78.602,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2023,10,Delhi,Delhi,earthquake,4,31.8115,79.3974,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2023,11,Delhi,Delhi,earthquake,4,33.0154,76.2091,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,post-monsoon
2023,12,Delhi,Delhi,earthquake,6,33.1836,76.8401,11320,216,1400,797,4,220000.0,0.0,usgs,High,winter
2024,1,Delhi,Delhi,earthquake,4,33.1245,76.7306,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2024,2,Delhi,Delhi,earthquake,4,33.1787,76.8103,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,winter
2024,4,Delhi,Delhi,earthquake,6,33.1698,76.816,11320,216,1400,797,4,220000.0,0.0,usgs,High,summer
2024,7,Delhi,Delhi,earthquake,4,33.456,76.6373,11320,216,1400,797,4,60000.0,0.0,usgs,Medium,monsoon
2024,8,Delhi,Delhi,earthquake,2,31.6473,76.9775,11320,216,1400,797,4,5000.0,0.0,usgs,Low,monsoon
2000,6,Hyderabad,Telangana,earthquake,4,18.014,76.487,18480,542,560,812,2,60000.0,0.0,usgs,Medium,monsoon
2007,9,Hyderabad,Telangana,earthquake,2,18.057,76.535,18480,542,560,812,2,5000.0,0.0,usgs,Low,monsoon
2011,9,Hyderabad,Telangana,earthquake,4,17.92,76.564,18480,542,560,812,2,60000.0,0.0,usgs,Medium,monsoon
2020,1,Hyderabad,Telangana,earthquake,4,16.6775,79.8979,18480,542,560,812,2,60000.0,0.0,usgs,Medium,winter
2021,10,Hyderabad,Telangana,earthquake,4,17.1543,77.0051,18480,542,560,812,2,60000.0,0.0,usgs,Medium,post-monsoon
2024,3,Hyderabad,Telangana,earthquake,4,19.4899,77.2545,18480,542,560,812,2,60000.0,0.0,usgs,Medium,summer
2024,7,Hyderabad,Telangana,earthquake,4,19.4402,77.2915,18480,542,560,812,2,60000.0,0.0,usgs,Medium,monsoon
2024,12,Hyderabad,Telangana,earthquake,6,18.4471,80.3296,18480,542,560,812,2,220000.0,0.0,usgs,High,winter
2002,5,Jaipur,Rajasthan,earthquake,4,27.696,75.81,6900,431,800,650,2,60000.0,0.0,usgs,Medium,summer
2003,8,Jaipur,Rajasthan,earthquake,4,27.216,75.739,6900,431,800,650,2,60000.0,0.0,usgs,Medium,monsoon
2006,11,Jaipur,Rajasthan,earthquake,4,27.348,76.83,6900,431,800,650,2,60000.0,0.0,usgs,Medium,post-monsoon
2006,12,Jaipur,Rajasthan,earthquake,4,26.881,76.154,6900,431,800,650,2,60000.0,0.0,usgs,Medium,winter
2007,4,Jaipur,Rajasthan,earthquake,4,28.233,71.139,6900,431,800,650,2,60000.0,0.0,usgs,Medium,summer
2007,8,Jaipur,Rajasthan,earthquake,2,30.184,72.558,6900,431,800,650,2,5000.0,0.0,usgs,Low,monsoon
2012,12,Jaipur,Rajasthan,earthquake,2,27.651,76.116,6900,431,800,650,2,5000.0,0.0,usgs,Low,winter
2013,2,Jaipur,Rajasthan,earthquake,2,27.264,75.491,6900,431,800,650,2,5000.0,0.0,usgs,Low,winter
2015,9,Jaipur,Rajasthan,earthquake,4,27.3767,75.4937,6900,431,800,650,2,60000.0,0.0,usgs,Medium,monsoon
2018,7,Jaipur,Rajasthan,earthquake,2,27.7857,76.207,6900,431,800,650,2,5000.0,0.0,usgs,Low,monsoon
2019,3,Jaipur,Rajasthan,earthquake,4,27.4854,76.867,6900,431,800,650,2,60000.0,0.0,usgs,Medium,summer
2019,10,Jaipur,Rajasthan,earthquake,4,28.1573,73.1834,6900,431,800,650,2,60000.0,0.0,usgs,Medium,post-monsoon
2022,3,Jaipur,Rajasthan,earthquake,4,30.1073,72.5726,6900,431,800,650,2,60000.0,0.0,usgs,Medium,summer
2023,7,Jaipur,Rajasthan,earthquake,4,26.8685,75.8906,6900,431,800,650,2,60000.0,0.0,usgs,Medium,monsoon
2024,6,Jaipur,Rajasthan,earthquake,4,27.8429,75.3219,6900,431,800,650,2,60000.0,0.0,usgs,Medium,monsoon
2024,4,Kochi,Kerala,earthquake,4,10.0467,72.9404,2100,8,0,3067,3,60000.0,0.0,usgs,Medium,summer
2000,1,Kolkata,West Bengal,earthquake,4,22.132,92.771,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2000,4,Kolkata,West Bengal,earthquake,2,24.671,92.443,24252,9,130,1582,3,5000.0,0.0,usgs,Low,summer
2000,9,Kolkata,West Bengal,earthquake,4,26.275,91.496,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2000,11,Kolkata,West Bengal,earthquake,6,21.692,92.908,24252,9,130,1582,3,220000.0,0.0,usgs,High,post-monsoon
2001,2,Kolkata,West Bengal,earthquake,4,26.486,90.616,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2001,4,Kolkata,West Bengal,earthquake,4,26.09,91.489,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2001,7,Kolkata,West Bengal,earthquake,2,20.726,92.687,24252,9,130,1582,3,5000.0,0.0,usgs,Low,monsoon
2001,8,Kolkata,West Bengal,earthquake,4,24.391,92.109,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2001,9,Kolkata,West Bengal,earthquake,4,26.817,87.593,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2001,12,Kolkata,West Bengal,earthquake,6,27.15,88.171,24252,9,130,1582,3,220000.0,0.0,usgs,High,winter
2002,3,Kolkata,West Bengal,earthquake,4,25.178,92.234,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2002,5,Kolkata,West Bengal,earthquake,4,22.59,91.847,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2002,6,Kolkata,West Bengal,earthquake,4,25.842,88.932,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2002,7,Kolkata,West Bengal,earthquake,4,25.091,92.139,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2002,10,Kolkata,West Bengal,earthquake,4,22.381,93.031,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2003,3,Kolkata,West Bengal,earthquake,6,27.264,89.331,24252,9,130,1582,3,220000.0,0.0,usgs,High,summer
2003,7,Kolkata,West Bengal,earthquake,6,22.825,92.343,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2003,8,Kolkata,West Bengal,earthquake,4,22.837,92.35,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2003,9,Kolkata,West Bengal,earthquake,4,27.358,87.738,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2003,10,Kolkata,West Bengal,earthquake,4,23.316,86.448,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2003,11,Kolkata,West Bengal,earthquake,4,21.897,92.955,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2003,12,Kolkata,West Bengal,earthquake,4,25.596,90.25,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2004,2,Kolkata,West Bengal,earthquake,4,27.361,87.758,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2004,5,Kolkata,West Bengal,earthquake,4,26.301,89.521,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2004,8,Kolkata,West Bengal,earthquake,4,25.923,90.262,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2004,9,Kolkata,West Bengal,earthquake,4,23.779,93.154,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2004,10,Kolkata,West Bengal,earthquake,2,22.349,93.167,24252,9,130,1582,3,5000.0,0.0,usgs,Low,post-monsoon
2004,11,Kolkata,West Bengal,earthquake,4,20.878,92.254,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2004,12,Kolkata,West Bengal,earthquake,6,24.757,92.539,24252,9,130,1582,3,220000.0,0.0,usgs,High,winter
2005,2,Kolkata,West Bengal,earthquake,6,24.55,92.524,24252,9,130,1582,3,220000.0,0.0,usgs,High,winter
2005,4,Kolkata,West Bengal,earthquake,4,22.491,92.389,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2005,5,Kolkata,West Bengal,earthquake,4,22.845,92.331,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2005,6,Kolkata,West Bengal,earthquake,4,27.205,87.92,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2005,7,Kolkata,West Bengal,earthquake,4,23.273,91.406,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2005,9,Kolkata,West Bengal,earthquake,4,20.328,91.452,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2005,11,Kolkata,West Bengal,earthquake,4,21.015,89.158,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2005,12,Kolkata,West Bengal,earthquake,4,25.732,90.384,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2006,2,Kolkata,West Bengal,earthquake,6,27.382,88.388,24252,9,130,1582,3,220000.0,0.0,usgs,High,winter
2006,3,Kolkata,West Bengal,earthquake,2,22.452,92.805,24252,9,130,1582,3,5000.0,0.0,usgs,Low,summer
2006,4,Kolkata,West Bengal,earthquake,2,24.419,91.369,24252,9,130,1582,3,5000.0,0.0,usgs,Low,summer
2006,5,Kolkata,West Bengal,earthquake,4,20.63,91.928,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2006,6,Kolkata,West Bengal,earthquake,4,20.386,92.512,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2006,7,Kolkata,West Bengal,earthquake,4,26.744,89.432,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2006,8,Kolkata,West Bengal,earthquake,6,24.662,92.71,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2006,10,Kolkata,West Bengal,earthquake,4,22.154,93.046,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2006,11,Kolkata,West Bengal,earthquake,4,24.536,92.326,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2007,1,Kolkata,West Bengal,earthquake,4,25.686,89.86,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2007,2,Kolkata,West Bengal,earthquake,2,26.326,91.339,24252,9,130,1582,3,5000.0,0.0,usgs,Low,winter
2007,5,Kolkata,West Bengal,earthquake,4,27.334,88.236,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2007,7,Kolkata,West Bengal,earthquake,4,22.83,92.359,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2007,8,Kolkata,West Bengal,earthquake,6,27.344,87.737,24252,9,130,1582,3,220000.0,0.0,usgs,High,monsoon
2007,9,Kolkata,West Bengal,earthquake,4,25.241,91.13,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2007,10,Kolkata,West Bengal,earthquake,2,23.497,92.157,24252,9,130,1582,3,5000.0,0.0,usgs,Low,post-monsoon
2007,11,Kolkata,West Bengal,earthquake,6,22.15,92.388,24252,9,130,1582,3,220000.0,0.0,usgs,High,post-monsoon
2008,1,Kolkata,West Bengal,earthquake,4,22.787,92.403,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2008,2,Kolkata,West Bengal,earthquake,4,23.433,87.111,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2008,3,Kolkata,West Bengal,earthquake,2,23.873,90.033,24252,9,130,1582,3,5000.0,0.0,usgs,Low,summer
2008,4,Kolkata,West Bengal,earthquake,4,22.768,92.428,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
2008,5,Kolkata,West Bengal,earthquake,2,24.005,91.209,24252,9,130,1582,3,5000.0,0.0,usgs,Low,summer
2008,6,Kolkata,West Bengal,earthquake,2,24.702,84.964,24252,9,130,1582,3,5000.0,0.0,usgs,Low,monsoon
2008,7,Kolkata,West Bengal,earthquake,4,24.788,90.536,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2008,8,Kolkata,West Bengal,earthquake,4,22.447,92.537,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2008,9,Kolkata,West Bengal,earthquake,4,20.947,92.689,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,monsoon
2008,10,Kolkata,West Bengal,earthquake,2,27.47,87.843,24252,9,130,1582,3,5000.0,0.0,usgs,Low,post-monsoon
2008,11,Kolkata,West Bengal,earthquake,4,23.636,87.36,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,post-monsoon
2008,12,Kolkata,West Bengal,earthquake,6,27.373,88.051,24252,9,130,1582,3,220000.0,0.0,usgs,High,winter
2009,1,Kolkata,West Bengal,earthquake,4,23.011,88.706,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2009,2,Kolkata,West Bengal,earthquake,4,20.473,89.107,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,winter
2009,4,Kolkata,West Bengal,earthquake,4,26.112,91.446,24252,9,130,1582,3,60000.0,0.0,usgs,Medium,summer
